route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
08251125-96,20251108,20251108-96-96760,96B - Finch Terminal,,1,MDDS9111,414181,1,1,96B
08251125-96,20251108,20251108-96-96661,96B - DC Oshawa GO,,0,MDDS9111,414182,1,1,96B
08251125-96,20251108,20251108-96-96570,96B - Finch Terminal,,1,MDDS9111,414181,1,1,96B
08251125-65,20251108,20251108-65-65881,65E - East Gwillimbury GO,,0,MDDS9110,413602,1,1,65E
08251125-92,20251108,20251108-92-92800,92 - Yorkdale Term,,1,MDDS9110,414177,1,1,92
08251125-52,20251108,20251108-52-52801,52 - DC Oshawa GO,,0,MDDS9110,413580,1,1,52
08251125-52,20251108,20251108-52-52790,52 - Hwy. 407 Bus Term,,1,MDDS9110,413581,1,1,52
08251125-52,20251108,20251108-52-52951,52 - DC Oshawa GO,,0,MDDS9109,413580,1,1,52
08251125-52,20251108,20251108-52-52900,52 - Hwy. 407 Bus Term,,1,MDDS9109,413581,1,1,52
08251125-92,20251108,20251108-92-92691,92 - DC Oshawa GO,,0,MDDS9109,414175,1,1,92
08251125-92,20251108,20251108-92-92560,92 - Yorkdale Term,,1,MDDS9109,414177,1,1,92
08251125-88,20251108,20251108-88-88720,88 - Trent U,,0,MDDS9108,414168,1,1,88
08251125-88,20251108,20251108-88-88651,88C - DC Oshawa GO,,1,MDDS9108,414167,1,1,88C
08251125-88,20251108,20251108-88-88560,88C - Trent U,,0,MDDS9108,414166,1,1,88C
08251125-88,20251108,20251108-88-88901,88 - DC Oshawa GO,,1,MDDS9107,414170,1,1,88
08251125-88,20251108,20251108-88-88800,88 - Trent U,,0,MDDS9107,414168,1,1,88
08251125-94,20251108,20251108-94-94561,94 - Pickering GO,,0,MDDS9107,414179,1,1,94
08251125-94,20251108,20251108-94-94410,94 - Square One,,1,MDDS9107,414180,1,1,94
08251125-92,20251108,20251108-92-92771,92 - DC Oshawa GO,,0,MDDS9106,414175,1,1,92
08251125-92,20251108,20251108-92-92680,92 - Yorkdale Term,,1,MDDS9106,414177,1,1,92
08251125-92,20251108,20251108-92-92521,92 - DC Oshawa GO,,0,MDDS9106,414175,1,1,92
08251125-92,20251108,20251108-92-92410,92 - Yorkdale Term,,1,MDDS9106,414177,1,1,92
08251125-88,20251108,20251108-88-88491,88 - DC Oshawa GO,,1,MDDS9105,414170,1,1,88
08251125-88,20251108,20251108-88-88480,88 - Trent U,,0,MDDS9105,414168,1,1,88
08251125-88,20251108,20251108-88-88281,88C - DC Oshawa GO,,1,MDDS9105,414167,1,1,88C
08251125-88,20251108,20251108-88-88280,88 - Trent U,,0,MDDS9105,414168,1,1,88
08251125-52,20251108,20251108-52-52351,52 - DC Oshawa GO,,0,MDDS9104,413580,1,1,52
08251125-52,20251108,20251108-52-52490,52 - Hwy. 407 Bus Term,,1,MDDS9104,413581,1,1,52
08251125-88,20251108,20251108-88-88171,88 - DC Oshawa GO,,1,MDDS9104,414170,1,1,88
08251125-90,20251108,20251108-90-90160,90B - DC Oshawa GO,,0,MDDS9103,414174,1,1,90B
08251125-90,20251108,20251108-90-90111,90B - Union Station,,1,MDDS9103,414172,1,1,90B
08251125-52,20251108,20251108-52-52431,52 - DC Oshawa GO,,0,MDDS9102,413580,1,1,52
08251125-52,20251108,20251108-52-52560,52 - Hwy. 407 Bus Term,,1,MDDS9102,413581,1,1,52
08251125-88,20251108,20251108-88-88261,88 - DC Oshawa GO,,1,MDDS9102,414170,1,1,88
08251125-90,20251108,20251108-90-90100,90B - DC Oshawa GO,,0,MDDS9102,414174,1,1,90B
08251125-90,20251108,20251108-90-90051,90B - Union Station,,1,MDDS9102,414172,1,1,90B
08251125-88,20251108,20251108-88-88381,88 - DC Oshawa GO,,1,MDDS9101,414170,1,1,88
08251125-88,20251108,20251108-88-88380,88 - Trent U,,0,MDDS9101,414168,1,1,88
08251125-90,20251108,20251108-90-90190,90B - DC Oshawa GO,,0,MDDS9101,414174,1,1,90B
08251125-90,20251108,20251108-90-90141,90B - Union Station,,1,MDDS9101,414172,1,1,90B
08251125-90,20251108,20251108-90-90030,90B - DC Oshawa GO,,0,MDDS9101,414174,1,1,90B
08251125-90,20251108,20251108-90-90001,90B - Union Station,,1,MDDS9101,414172,1,1,90B
08251125-71,20251108,20251108-71-71961,71C - Old Elm GO,,0,MDDS6107,413624,1,1,71C
08251125-71,20251108,20251108-71-71910,71C - Union Station,,1,MDDS6107,413625,1,1,71C
08251125-92,20251108,20251108-92-92811,92 - DC Oshawa GO,,0,MDDS6107,414175,1,1,92
08251125-68,20251108,20251108-68-68501,68 - Barrie Terminal,,0,MDDS6107,413613,1,1,68
08251125-65,20251108,20251108-65-65941,65E - East Gwillimbury GO,,0,MDDS6106,413602,1,1,65E
08251125-65,20251108,20251108-65-65910,65 - Union Station,,1,MDDS6106,413603,1,1,65
08251125-70,20251108,20251108-70-70831,70B - Uxbridge,,0,MDDS6106,413620,1,1,70B
08251125-70,20251108,20251108-70-70720,70D - Mount Joy GO,,1,MDDS6106,413619,1,1,70D
08251125-70,20251108,20251108-70-70671,70D - Uxbridge,,0,MDDS6106,413621,1,1,70D
08251125-68,20251108,20251108-68-68861,68B - Barrie Terminal,,0,MDDS6105,413612,1,1,68B
08251125-68,20251108,20251108-68-68880,68B - East Gwillimbury GO,,1,MDDS6105,413617,1,1,68B
08251125-68,20251108,20251108-68-68691,68 - Barrie Terminal,,0,MDDS6105,413613,1,1,68
08251125-68,20251108,20251108-68-68790,68 - Aurora GO,,1,MDDS6105,413616,1,1,68
08251125-65,20251108,20251108-65-65871,65E - East Gwillimbury GO,,0,MDDS6104,413602,1,1,65E
08251125-71,20251108,20251108-71-71840,71 - Union Station,,1,MDDS6104,413626,1,1,71
08251125-70,20251108,20251108-70-70751,70D - Uxbridge,,0,MDDS6104,413621,1,1,70D
08251125-70,20251108,20251108-70-70630,70D - Mount Joy GO,,1,MDDS6104,413619,1,1,70D
08251125-70,20251108,20251108-70-70551,70D - Uxbridge,,0,MDDS6104,413621,1,1,70D
08251125-68,20251108,20251108-68-68381,68 - Barrie Terminal,,0,MDDS6103,413613,1,1,68
08251125-68,20251108,20251108-68-68490,68 - Aurora GO,,1,MDDS6101,413616,1,1,68
08251125-68,20251108,20251108-68-68101,68 - Barrie Terminal,,0,MDDS6101,413613,1,1,68
08251125-65,20251108,20251108-65-65141,65C - Aurora GO,,0,MDDS6101,413604,1,1,65C
08251125-65,20251108,20251108-65-65130,65E - Union Station,,1,MDDS6101,413606,1,1,65E
08251125-71,20251108,20251108-71-71901,71C - Old Elm GO,,0,MDDS5117,413624,1,1,71C
08251125-16,20251108,20251108-16-16900,16 - Union Station,,0,MDDS5117,413446,1,1,16
08251125-16,20251108,20251108-16-16831,16 - Hamilton GO,,1,MDDS5117,413445,1,1,16
08251125-16,20251108,20251108-16-16810,16 - Union Station,,0,MDDS5117,413446,1,1,16
08251125-16,20251108,20251108-16-16701,16 - Hamilton GO,,1,MDDS5117,413445,1,1,16
08251125-94,20251108,20251108-94-94950,94 - Square One,,1,MDDS5116,414180,1,1,94
08251125-71,20251108,20251108-71-71891,71C - Old Elm GO,,0,MDDS5116,413624,1,1,71C
08251125-71,20251108,20251108-71-71880,71C - Union Station,,1,MDDS5116,413625,1,1,71C
08251125-92,20251108,20251108-92-92641,92 - DC Oshawa GO,,0,MDDS5116,414175,1,1,92
08251125-65,20251108,20251108-65-65911,65E - East Gwillimbury GO,,0,MDDS5115,413602,1,1,65E
08251125-94,20251108,20251108-94-94830,94 - Square One,,1,MDDS5115,414180,1,1,94
08251125-94,20251108,20251108-94-94711,94 - Pickering GO,,0,MDDS5115,414179,1,1,94
08251125-19,20251108,20251108-19-19651,19 - Square One,,1,MDDS5115,413470,1,1,19
08251125-40,20251108,20251108-40-40920,40 - Richmond Hill Ctr,,0,MDDS5114,413559,1,1,40
08251125-40,20251108,20251108-40-40861,40 - Hamilton GO,,1,MDDS5114,413560,1,1,40
08251125-40,20251108,20251108-40-40750,40 - Richmond Hill Ctr,,0,MDDS5114,413559,1,1,40
08251125-40,20251108,20251108-40-40641,40 - Hamilton GO,,1,MDDS5114,413560,1,1,40
08251125-52,20251108,20251108-52-52891,52 - DC Oshawa GO,,0,MDDS5113,413580,1,1,52
08251125-52,20251108,20251108-52-52860,52 - Hwy. 407 Bus Term,,1,MDDS5113,413581,1,1,52
08251125-92,20251108,20251108-92-92581,92 - DC Oshawa GO,,0,MDDS5113,414175,1,1,92
08251125-94,20251108,20251108-94-94751,94 - Pickering GO,,0,MDDS5112,414179,1,1,94
08251125-94,20251108,20251108-94-94670,94 - Square One,,1,MDDS5112,414180,1,1,94
08251125-94,20251108,20251108-94-94501,94 - Pickering GO,,0,MDDS5112,414179,1,1,94
08251125-94,20251108,20251108-94-94370,94 - Square One,,1,MDDS5112,414180,1,1,94
08251125-40,20251108,20251108-40-40720,40 - Richmond Hill Ctr,,0,MDDS5111,413559,1,1,40
08251125-40,20251108,20251108-40-40611,40 - Hamilton GO,,1,MDDS5111,413560,1,1,40
08251125-40,20251108,20251108-40-40460,40 - Richmond Hill Ctr,,0,MDDS5111,413559,1,1,40
08251125-40,20251108,20251108-40-40371,40 - Hamilton GO,,1,MDDS5111,413560,1,1,40
08251125-40,20251108,20251108-40-40670,40 - Richmond Hill Ctr,,0,MDDS5110,413559,1,1,40
08251125-40,20251108,20251108-40-40531,40 - Hamilton GO,,1,MDDS5110,413560,1,1,40
08251125-19,20251108,20251108-19-19410,19 - Finch Terminal,,0,MDDS5110,413469,1,1,19
08251125-21,20251108,20251108-21-21220,21C - Union Station,,0,MDDS5110,413475,1,1,21C
08251125-94,20251108,20251108-94-94620,94 - Square One,,1,MDDS5109,414180,1,1,94
08251125-94,20251108,20251108-94-94451,94 - Pickering GO,,0,MDDS5109,414179,1,1,94
08251125-94,20251108,20251108-94-94330,94 - Square One,,1,MDDS5109,414180,1,1,94
08251125-94,20251108,20251108-94-94251,94 - Pickering GO,,0,MDDS5109,414179,1,1,94
08251125-94,20251108,20251108-94-94560,94 - Square One,,1,MDDS5108,414180,1,1,94
08251125-94,20251108,20251108-94-94411,94 - Pickering GO,,0,MDDS5108,414179,1,1,94
08251125-94,20251108,20251108-94-94290,94 - Square One,,1,MDDS5108,414180,1,1,94
08251125-94,20251108,20251108-94-94211,94 - Pickering GO,,0,MDDS5108,414179,1,1,94
08251125-40,20251108,20251108-40-40520,40 - Richmond Hill Ctr,,0,MDDS5107,413559,1,1,40
08251125-18,20251108,20251108-18-18331,18 - Hamilton GO,,1,MDDS5107,413460,1,1,18
08251125-12,20251108,20251108-12-12442,12B - Burlington GO,,0,MDDS5107,413436,1,1,12B
08251125-12,20251108,20251108-12-12303,12B - Niagara Falls,,1,MDDS5107,413435,1,1,12B
08251125-40,20251108,20251108-40-40201,40 - Hamilton GO,,1,MDDS5107,413560,1,1,40
08251125-40,20251108,20251108-40-40500,40 - Richmond Hill Ctr,,0,MDDS5106,413559,1,1,40
08251125-40,20251108,20251108-40-40381,40 - Hamilton GO,,1,MDDS5106,413560,1,1,40
08251125-40,20251108,20251108-40-40260,40 - Richmond Hill Ctr,,0,MDDS5106,413559,1,1,40
08251125-47,20251108,20251108-47-47141,47 - Hamilton GO,,1,MDDS5106,413575,1,1,47
08251125-40,20251108,20251108-40-40380,40 - Richmond Hill Ctr,,0,MDDS5105,413559,1,1,40
08251125-40,20251108,20251108-40-40271,40 - Hamilton GO,,1,MDDS5105,413560,1,1,40
08251125-19,20251108,20251108-19-19200,19 - Finch Terminal,,0,MDDS5105,413469,1,1,19
08251125-19,20251108,20251108-19-19121,19 - Square One,,1,MDDS5105,413470,1,1,19
08251125-25,20251108,20251108-25-25412,25C - Square One,,0,MDDS5104,413492,1,1,25C
08251125-30,20251108,20251108-30-30323,30A - U of Waterloo,,1,MDDS5104,413508,1,1,30A
08251125-30,20251108,20251108-30-30244,30E - Bramalea GO,,0,MDDS5104,413511,1,1,30E
08251125-94,20251108,20251108-94-94090,94 - Square One,,1,MDDS5104,414180,1,1,94
08251125-19,20251108,20251108-19-19351,19 - Square One,,1,MDDS5103,413470,1,1,19
08251125-92,20251108,20251108-92-92260,92 - Yorkdale Term,,1,MDDS5103,414177,1,1,92
08251125-90,20251108,20251108-90-90130,90B - DC Oshawa GO,,0,MDDS5103,414174,1,1,90B
08251125-90,20251108,20251108-90-90081,90B - Union Station,,1,MDDS5103,414172,1,1,90B
08251125-94,20251108,20251108-94-94291,94 - Pickering GO,,0,MDDS5102,414179,1,1,94
08251125-94,20251108,20251108-94-94210,94 - Square One,,1,MDDS5102,414180,1,1,94
08251125-94,20251108,20251108-94-94091,94 - Pickering GO,,0,MDDS5102,414179,1,1,94
08251125-94,20251108,20251108-94-94020,94 - Square One,,1,MDDS5102,414180,1,1,94
08251125-19,20251108,20251108-19-19290,19 - Finch Terminal,,0,MDDS5101,413469,1,1,19
08251125-19,20251108,20251108-19-19231,19 - Square One,,1,MDDS5101,413470,1,1,19
08251125-40,20251108,20251108-40-40090,40 - Richmond Hill Ctr,,0,MDDS5101,413559,1,1,40
08251125-40,20251108,20251108-40-40021,40 - Hamilton GO,,1,MDDS5101,413560,1,1,40
08251125-18,20251108,20251108-18-18993,18D - Clarkson GO,,1,MDDS3220,413451,1,1,18D
08251125-31,20251108,20251108-31-31901,31L - Bramalea GO,,1,MDDS3220,413515,1,1,31L
08251125-21,20251108,20251108-21-21790,21F - Union Station,,0,MDDS3220,413478,1,1,21F
08251125-30,20251108,20251108-30-30665,30A - U of Waterloo,,1,MDDS3220,413508,1,1,30A
08251125-31,20251108,20251108-31-31921,31E - Georgetown GO,,1,MDDS3219,413516,1,1,31E
08251125-19,20251108,20251108-19-19860,19 - Finch Terminal,,0,MDDS3219,413469,1,1,19
08251125-30,20251108,20251108-30-30750,30 - Hwy. 407 Bus Term,,0,MDDS3219,413510,1,1,30
08251125-30,20251108,20251108-30-30663,30A - U of Waterloo,,1,MDDS3219,413508,1,1,30A
08251125-31,20251108,20251108-31-31951,31E - Georgetown GO,,1,MDDS3218,413516,1,1,31E
08251125-31,20251108,20251108-31-31920,31E - Union Station,,0,MDDS3218,413527,1,1,31E
08251125-29,20251108,20251108-29-29791,29 - Guelph Central GO,,1,MDDS3218,413505,1,1,29
08251125-33,20251108,20251108-33-33600,33G - Mount Pleasant GO,,0,MDDS3218,413548,1,1,33G
08251125-36,20251108,20251108-36-36830,36B - York Mills Term,,0,MDDS3217,413551,1,1,36B
08251125-36,20251108,20251108-36-36831,36B - Bramalea Term,,1,MDDS3217,413552,1,1,36B
08251125-25,20251108,20251108-25-25712,25C - Square One,,0,MDDS3217,413492,1,1,25C
08251125-30,20251108,20251108-30-30603,30A - U of Waterloo,,1,MDDS3217,413508,1,1,30A
08251125-94,20251108,20251108-94-94890,94 - Square One,,1,MDDS3216,414180,1,1,94
08251125-94,20251108,20251108-94-94831,94 - Pickering GO,,0,MDDS3216,414179,1,1,94
08251125-94,20251108,20251108-94-94710,94 - Square One,,1,MDDS3216,414180,1,1,94
08251125-94,20251108,20251108-94-94621,94 - Pickering GO,,0,MDDS3216,414179,1,1,94
08251125-33,20251108,20251108-33-33821,33 - U of Guelph,,1,MDDS3215,413540,1,1,33
08251125-36,20251108,20251108-36-36711,36B - Bramalea Term,,1,MDDS3215,413552,1,1,36B
08251125-36,20251108,20251108-36-36640,36B - York Mills Term,,0,MDDS3215,413551,1,1,36B
08251125-36,20251108,20251108-36-36591,36B - Bramalea Term,,1,MDDS3215,413552,1,1,36B
08251125-31,20251108,20251108-31-31911,31K - Mount Pleasant GO,,1,MDDS3214,413524,1,1,31K
08251125-31,20251108,20251108-31-31890,31E - Union Station,,0,MDDS3214,413527,1,1,31E
08251125-25,20251108,20251108-25-25711,25L - U of Waterloo,,1,MDDS3214,413497,1,1,25L
08251125-25,20251108,20251108-25-25642,25C - Square One,,0,MDDS3214,413492,1,1,25C
08251125-30,20251108,20251108-30-30483,30A - U of Waterloo,,1,MDDS3214,413508,1,1,30A
08251125-30,20251108,20251108-30-30705,30A - U of Waterloo,,1,MDDS3213,413508,1,1,30A
08251125-36,20251108,20251108-36-36621,36B - Bramalea Term,,1,MDDS3213,413552,1,1,36B
08251125-36,20251108,20251108-36-36520,36B - York Mills Term,,0,MDDS3213,413551,1,1,36B
08251125-36,20251108,20251108-36-36471,36B - Bramalea Term,,1,MDDS3213,413552,1,1,36B
08251125-36,20251108,20251108-36-36380,36B - York Mills Term,,0,MDDS3213,413551,1,1,36B
08251125-33,20251108,20251108-33-33331,33G - Georgetown GO,,1,MDDS3213,413539,1,1,33G
08251125-30,20251108,20251108-30-30532,30A - Bramalea GO,,0,MDDS3212,413507,1,1,30A
08251125-30,20251108,20251108-30-30411,30 - U of Waterloo,,1,MDDS3212,413512,1,1,30
08251125-30,20251108,20251108-30-30280,30 - Hwy. 407 Bus Term,,0,MDDS3212,413510,1,1,30
08251125-25,20251108,20251108-25-25201,25 - U of Waterloo,,1,MDDS3212,413496,1,1,25
08251125-30,20251108,20251108-30-30364,30E - Bramalea GO,,0,MDDS3211,413511,1,1,30E
08251125-30,20251108,20251108-30-30283,30A - U of Waterloo,,1,MDDS3211,413508,1,1,30A
08251125-30,20251108,20251108-30-30192,30A - Bramalea GO,,0,MDDS3211,413507,1,1,30A
08251125-36,20251108,20251108-36-36561,36B - Bramalea Term,,1,MDDS3210,413552,1,1,36B
08251125-36,20251108,20251108-36-36460,36B - York Mills Term,,0,MDDS3210,413551,1,1,36B
08251125-36,20251108,20251108-36-36411,36B - Bramalea Term,,1,MDDS3210,413552,1,1,36B
08251125-36,20251108,20251108-36-36320,36B - York Mills Term,,0,MDDS3210,413551,1,1,36B
08251125-36,20251108,20251108-36-36291,36B - Bramalea Term,,1,MDDS3210,413552,1,1,36B
08251125-36,20251108,20251108-36-36220,36B - York Mills Term,,0,MDDS3210,413551,1,1,36B
08251125-36,20251108,20251108-36-36211,36B - Bramalea Term,,1,MDDS3210,413552,1,1,36B
08251125-36,20251108,20251108-36-36090,36B - York Mills Term,,0,MDDS3210,413551,1,1,36B
08251125-36,20251108,20251108-36-36451,36B - Bramalea Term,,1,MDDS3209,413552,1,1,36B
08251125-36,20251108,20251108-36-36360,36B - York Mills Term,,0,MDDS3209,413551,1,1,36B
08251125-30,20251108,20251108-30-30284,30E - Bramalea GO,,0,MDDS3209,413511,1,1,30E
08251125-30,20251108,20251108-30-30201,30 - U of Waterloo,,1,MDDS3209,413512,1,1,30
08251125-36,20251108,20251108-36-36080,36B - York Mills Term,,0,MDDS3209,413551,1,1,36B
08251125-36,20251108,20251108-36-36531,36B - Bramalea Term,,1,MDDS3208,413552,1,1,36B
08251125-33,20251108,20251108-33-33360,33 - York Mills Term,,0,MDDS3208,413544,1,1,33
08251125-31,20251108,20251108-31-31161,31A - U of Guelph,,1,MDDS3208,413521,1,1,31A
08251125-31,20251108,20251108-31-31050,31K - Union Station,,0,MDDS3208,413523,1,1,31K
08251125-36,20251108,20251108-36-36501,36B - Bramalea Term,,1,MDDS3207,413552,1,1,36B
08251125-36,20251108,20251108-36-36420,36B - York Mills Term,,0,MDDS3207,413551,1,1,36B
08251125-36,20251108,20251108-36-36371,36B - Bramalea Term,,1,MDDS3207,413552,1,1,36B
08251125-36,20251108,20251108-36-36280,36B - York Mills Term,,0,MDDS3207,413551,1,1,36B
08251125-36,20251108,20251108-36-36251,36B - Bramalea Term,,1,MDDS3207,413552,1,1,36B
08251125-36,20251108,20251108-36-36160,36B - York Mills Term,,0,MDDS3207,413551,1,1,36B
08251125-36,20251108,20251108-36-36151,36B - Bramalea Term,,1,MDDS3207,413552,1,1,36B
08251125-36,20251108,20251108-36-36050,36B - York Mills Term,,0,MDDS3207,413551,1,1,36B
08251125-25,20251108,20251108-25-25362,25C - Square One,,0,MDDS3206,413492,1,1,25C
08251125-25,20251108,20251108-25-25281,25L - U of Waterloo,,1,MDDS3206,413497,1,1,25L
08251125-25,20251108,20251108-25-25202,25C - Square One,,0,MDDS3206,413492,1,1,25C
08251125-25,20251108,20251108-25-25081,25 - U of Waterloo,,1,MDDS3206,413496,1,1,25
08251125-47,20251108,20251108-47-47330,47 - Hwy. 407 Bus Term,,0,MDDS3205,413574,1,1,47
08251125-18,20251108,20251108-18-18300,18 - Aldershot GO,,0,MDDS3205,413458,1,1,18
08251125-31,20251108,20251108-31-31030,31X - Union Station,,0,MDDS3205,413525,1,1,31X
08251125-16,20251108,20251108-16-16420,16 - Union Station,,0,MDDS3204,413446,1,1,16
08251125-16,20251108,20251108-16-16301,16 - Hamilton GO,,1,MDDS3204,413445,1,1,16
08251125-16,20251108,20251108-16-16290,16 - Union Station,,0,MDDS3204,413446,1,1,16
08251125-16,20251108,20251108-16-16161,16 - Hamilton GO,,1,MDDS3204,413445,1,1,16
08251125-31,20251108,20251108-31-31040,31F - Union Station,,0,MDDS3204,413528,1,1,31F
08251125-19,20251108,20251108-19-19391,19 - Square One,,1,MDDS3203,413470,1,1,19
08251125-19,20251108,20251108-19-19330,19 - Finch Terminal,,0,MDDS3203,413469,1,1,19
08251125-19,20251108,20251108-19-19271,19 - Square One,,1,MDDS3203,413470,1,1,19
08251125-36,20251108,20251108-36-36150,36B - York Mills Term,,0,MDDS3203,413551,1,1,36B
08251125-31,20251108,20251108-31-31020,31K - Union Station,,0,MDDS3203,413523,1,1,31K
08251125-25,20251108,20251108-25-25322,25C - Square One,,0,MDDS3202,413492,1,1,25C
08251125-25,20251108,20251108-25-25241,25L - U of Waterloo,,1,MDDS3202,413497,1,1,25L
08251125-94,20251108,20251108-94-94150,94 - Square One,,1,MDDS3202,414180,1,1,94
08251125-94,20251108,20251108-94-94051,94 - Pickering GO,,0,MDDS3202,414179,1,1,94
08251125-36,20251108,20251108-36-36331,36B - Bramalea Term,,1,MDDS3201,413552,1,1,36B
08251125-36,20251108,20251108-36-36260,36B - York Mills Term,,0,MDDS3201,413551,1,1,36B
08251125-36,20251108,20251108-36-36231,36B - Bramalea Term,,1,MDDS3201,413552,1,1,36B
08251125-36,20251108,20251108-36-36130,36B - York Mills Term,,0,MDDS3201,413551,1,1,36B
08251125-31,20251108,20251108-31-31010,31E - Union Station,,0,MDDS3201,413527,1,1,31E
08251125-21,20251108,20251108-21-21921,21F - Milton GO,,1,MDDS3142,413481,1,1,21F
08251125-21,20251108,20251108-21-21860,21F - Union Station,,0,MDDS3142,413478,1,1,21F
08251125-25,20251108,20251108-25-25773,25C - U of Waterloo,,1,MDDS3142,413493,1,1,25C
08251125-21,20251108,20251108-21-21641,21C - Square One,,1,MDDS3142,413471,1,1,21C
08251125-21,20251108,20251108-21-21540,21C - Union Station,,0,MDDS3142,413475,1,1,21C
08251125-21,20251108,20251108-21-21855,21A - Milton GO,,1,MDDS3141,413480,1,1,21A
08251125-29,20251108,20251108-29-29820,29 - Kipling Bus Terminal,,0,MDDS3141,413504,1,1,29
08251125-29,20251108,20251108-29-29671,29 - Guelph Central GO,,1,MDDS3141,413505,1,1,29
08251125-31,20251108,20251108-31-31931,31X - Mount Pleasant GO,,1,MDDS3140,413522,1,1,31X
08251125-36,20251108,20251108-36-36861,36B - Bramalea Term,,1,MDDS3140,413552,1,1,36B
08251125-36,20251108,20251108-36-36760,36B - York Mills Term,,0,MDDS3140,413551,1,1,36B
08251125-21,20251108,20251108-21-21631,21C - Square One,,1,MDDS3140,413471,1,1,21C
08251125-21,20251108,20251108-21-21580,21A - Union Station,,0,MDDS3140,413472,1,1,21A
08251125-31,20251108,20251108-31-31941,31E - Georgetown GO,,1,MDDS3139,413516,1,1,31E
08251125-94,20251108,20251108-94-94861,94 - Pickering GO,,0,MDDS3139,414179,1,1,94
08251125-19,20251108,20251108-19-19811,19 - Square One,,1,MDDS3139,413470,1,1,19
08251125-19,20251108,20251108-19-19750,19 - Finch Terminal,,0,MDDS3139,413469,1,1,19
08251125-19,20251108,20251108-19-19691,19 - Square One,,1,MDDS3139,413470,1,1,19
08251125-19,20251108,20251108-19-19610,19 - Finch Terminal,,0,MDDS3139,413469,1,1,19
08251125-18,20251108,20251108-18-18985,18F - Hamilton GO,,1,MDDS3138,413463,1,1,18F
08251125-25,20251108,20251108-25-25850,25 - Square One,,0,MDDS3138,413491,1,1,25
08251125-25,20251108,20251108-25-25751,25L - U of Waterloo,,1,MDDS3138,413497,1,1,25L
08251125-27,20251108,20251108-27-27681,27B - Meadowvale GO,,1,MDDS3138,413501,1,1,27B
08251125-27,20251108,20251108-27-27600,27B - Finch Terminal,,0,MDDS3138,413499,1,1,27B
08251125-36,20251108,20251108-36-36921,36B - Bramalea Term,,1,MDDS3137,413552,1,1,36B
08251125-30,20251108,20251108-30-30890,30 - Hwy. 407 Bus Term,,0,MDDS3137,413510,1,1,30
08251125-30,20251108,20251108-30-30745,30A - U of Waterloo,,1,MDDS3137,413508,1,1,30A
08251125-21,20251108,20251108-21-21571,21C - Square One,,1,MDDS3137,413471,1,1,21C
08251125-21,20251108,20251108-21-21524,21A - Union Station,,0,MDDS3137,413472,1,1,21A
08251125-27,20251108,20251108-27-27861,27B - Meadowvale GO,,1,MDDS3135,413501,1,1,27B
08251125-40,20251108,20251108-40-40790,40 - Richmond Hill Ctr,,0,MDDS3135,413559,1,1,40
08251125-18,20251108,20251108-18-18781,18 - Hamilton GO,,1,MDDS3135,413460,1,1,18
08251125-16,20251108,20251108-16-16681,16 - Hamilton GO,,1,MDDS3135,413445,1,1,16
08251125-16,20251108,20251108-16-16640,16 - Union Station,,0,MDDS3135,413446,1,1,16
08251125-30,20251108,20251108-30-30791,30 - U of Waterloo,,1,MDDS3134,413512,1,1,30
08251125-19,20251108,20251108-19-19710,19 - Finch Terminal,,0,MDDS3134,413469,1,1,19
08251125-21,20251108,20251108-21-21531,21C - Square One,,1,MDDS3134,413471,1,1,21C
08251125-21,20251108,20251108-21-21484,21A - Union Station,,0,MDDS3134,413472,1,1,21A
08251125-21,20251108,20251108-21-21763,21D - Meadowvale GO,,1,MDDS3133,413473,1,1,21D
08251125-21,20251108,20251108-21-21710,21F - Union Station,,0,MDDS3133,413478,1,1,21F
08251125-21,20251108,20251108-21-21505,21A - Milton GO,,1,MDDS3133,413480,1,1,21A
08251125-21,20251108,20251108-21-21452,21D - Union Station,,0,MDDS3133,413479,1,1,21D
08251125-21,20251108,20251108-21-21823,21D - Meadowvale GO,,1,MDDS3132,413473,1,1,21D
08251125-19,20251108,20251108-19-19790,19 - Finch Terminal,,0,MDDS3132,413469,1,1,19
08251125-19,20251108,20251108-19-19731,19 - Square One,,1,MDDS3132,413470,1,1,19
08251125-19,20251108,20251108-19-19670,19 - Finch Terminal,,0,MDDS3132,413469,1,1,19
08251125-19,20251108,20251108-19-19591,19 - Square One,,1,MDDS3132,413470,1,1,19
08251125-19,20251108,20251108-19-19490,19 - Finch Terminal,,0,MDDS3132,413469,1,1,19
08251125-29,20251108,20251108-29-29880,29 - Kipling Bus Terminal,,0,MDDS3131,413504,1,1,29
08251125-29,20251108,20251108-29-29751,29 - Guelph Central GO,,1,MDDS3131,413505,1,1,29
08251125-29,20251108,20251108-29-29700,29 - Kipling Bus Terminal,,0,MDDS3131,413504,1,1,29
08251125-29,20251108,20251108-29-29501,29 - Guelph Central GO,,1,MDDS3131,413505,1,1,29
08251125-25,20251108,20251108-25-25770,25 - Square One,,0,MDDS3130,413491,1,1,25
08251125-25,20251108,20251108-25-25703,25C - U of Waterloo,,1,MDDS3130,413493,1,1,25C
08251125-25,20251108,20251108-25-25570,25L - Square One,,0,MDDS3130,413494,1,1,25L
08251125-25,20251108,20251108-25-25473,25C - U of Waterloo,,1,MDDS3130,413493,1,1,25C
